"","logFC","logCPM","F","PValue","FDR"
"KDELR1",2.90884052417821,5.2879353980792,123.35023327745,6.21157243236608e-08,9.38605473482092e-07
"CIAO1",1.77911912246987,5.72096662692268,122.727954819271,6.23029519170667e-08,9.40339902190146e-07
"G3BP2",1.70163836660075,7.3715845180448,122.603629231227,6.24217481148392e-08,9.41038664960062e-07
"SPCS1",2.41169426214461,5.65861825350625,122.7368773873,6.25532949339339e-08,9.41927805385686e-07
"PSMA5",2.86487492732645,6.58999391866367,122.575314649103,6.27207871171945e-08,9.43355523500794e-07
"CCDC86",2.37278431754381,4.09636909312097,124.522584121085,6.28579405277971e-08,9.44324152836581e-07
"FBXO38",1.66397391499701,5.40558892410853,122.369189100171,6.34877862101027e-08,9.5268377457472e-07
"PPP1CB-DT",-3.12440557945597,2.86141168777961,73.7980245616382,6.39109243660687e-08,9.57598578492873e-07
"HIGD1A",2.03717360035517,5.33383966605357,122.282825365407,6.39628634478675e-08,9.57598578492873e-07
"PDCD2",2.48508471933265,5.34654132619388,122.323860166384,6.42232357072213e-08,9.59297488109289e-07
"CLIP3",-3.77625104646025,5.18650145073826,122.700207430704,6.4224153864944e-08,9.59297488109289e-07
"EYA3",-2.02358437041693,7.49170580820349,121.977966083293,6.43388813763383e-08,9.59906529040082e-07
"METTL8",1.9549326120936,5.5711808437212,122.05687846922,6.44473268644671e-08,9.60420554191484e-07
"ARHGAP9",2.28744123793818,4.81499025463486,122.482296510428,6.46816240236862e-08,9.62806742921384e-07
"CRCP",-1.93984263636232,6.95487231161181,121.724011349122,6.51968727778465e-08,9.68332070215268e-07
"DNAH6",-3.66464679258075,4.14627412907424,102.956257311207,6.52661282013122e-08,9.68332070215268e-07
"ACACA",-1.41632915479416,6.96062107974487,121.682569608591,6.52766226069615e-08,9.68332070215268e-07
"GRB2",2.15146233319626,7.00820878858408,121.603946746663,6.55178288752001e-08,9.70800706392805e-07
"CSNK2B",2.13557020225727,5.89953052795478,121.5991094849,6.57747020279089e-08,9.73495589877146e-07
"APBA1",-4.62589666599581,3.60827446028697,68.9401289140093,6.594413440812e-08,9.74891645350111e-07
"ACAT1",2.3707853063712,5.61871960293429,121.488468983809,6.64056065923983e-08,9.80016449028657e-07
"ALYREF",2.01915459252283,5.12522449408841,121.559093480025,6.64417931544852e-08,9.80016449028657e-07
"AUP1",1.81160901373982,5.87983505326149,121.258664944057,6.67976626967355e-08,9.83618441719892e-07
"BMAL2",1.92059423733211,6.71830106343026,121.177571804814,6.6886052497886e-08,9.83618441719892e-07
"ZIK1",-2.7003216350345,5.07832216689778,122.973927932764,6.69907676518296e-08,9.83618441719892e-07
"POGK",1.62649255569362,5.71453611162103,121.185961848254,6.70449305459746e-08,9.83618441719892e-07
"RPS6KA1",1.73019034652277,6.06419611474393,121.152353119118,6.7064893753629e-08,9.83618441719892e-07
"ISCU",2.69162074459326,6.46016652695199,121.128827483401,6.72189408164229e-08,9.84765069748498e-07
"WBP11",1.89849714156771,6.2646388273308,120.995637648075,6.75525202632732e-08,9.88536316817684e-07
"PSD4",1.83714611560554,6.52393377120794,120.918570744169,6.77524707553906e-08,9.89521568150608e-07
"TAF15",1.36307274245852,7.11284988752218,120.88968131894,6.77723169557697e-08,9.89521568150608e-07
"MAZ",1.8109341540237,6.00711432595845,120.739854708535,6.84396567064535e-08,9.98142409044682e-07
"SPRYD3",2.39577474931099,4.49669017415789,121.801139491558,6.87733455801583e-08,1.00188330598255e-06
"EARS2",1.63380105038199,4.82393905337869,120.736842079564,6.92277817591257e-08,1.00737287806441e-06
"XNDC1N-ZNF705EP-ALG1L9P",-2.86622659362297,2.64664548320827,72.0089083601502,6.93580844734816e-08,1.00813878663582e-06
"MPC1",2.66510861942825,4.41825658055822,122.006027711414,6.99775758722331e-08,1.01600551993466e-06
"TNFAIP3",1.74872986573531,8.30776761202505,120.134490841025,7.02608062100999e-08,1.01897794928167e-06
"SSRP1",2.46496941718476,6.88424376853027,120.110809406225,7.0461948460655e-08,1.02075456586976e-06
"BTLA",2.2447219995173,5.02026651851582,120.341398570038,7.095112846485e-08,1.02669525916806e-06
"SUPT6H",2.05619364169038,6.7477997331406,119.904470065227,7.11458085591707e-08,1.02836591881741e-06
"QARS1",1.71203127437751,6.79899202286397,119.805062326527,7.14637193006078e-08,1.03181209846706e-06
"LATS1",-1.99380523032829,6.90981231963978,119.771482731366,7.16656383220897e-08,1.03285853025323e-06
"AURKB",2.58720203511044,4.93272812060392,120.442881153286,7.17708939640076e-08,1.03285853025323e-06
"ZEB2",-3.94292745246682,5.55755458802272,121.581098949997,7.17749148142076e-08,1.03285853025323e-06
"TEX14",-3.8265364280418,4.65458192107119,111.708511228821,7.19977018892359e-08,1.03392095876624e-06
"USP38",2.06121722550841,5.27441358005746,119.82535501668,7.20853027842308e-08,1.03392095876624e-06
"PSMB1",2.82399370250601,6.57946692736953,119.683844786012,7.20877093746878e-08,1.03392095876624e-06
"ARL1",2.06226888576868,5.29563414380109,119.661529697942,7.26388501050639e-08,1.04067579951846e-06
"MTCH2",2.53736695194379,5.6926665004498,119.590662355916,7.28444902665387e-08,1.04247131605256e-06
"HLA-A",1.8861147080751,8.85478349968897,119.279179853236,7.32459695927241e-08,1.04706242875943e-06
"PLK4",1.90627864471425,5.20622009765192,119.400115180784,7.35576817621158e-08,1.05036161636113e-06
"NIPA2",2.16243921208422,5.96706732876506,119.237717824142,7.37209841981384e-08,1.05153667570531e-06
"GTF2A2",2.74365967593769,4.8506671033335,120.136841451736,7.39247585606236e-08,1.05288946801387e-06
"ITPRID2",1.65820867445954,6.07037496586299,119.127980657737,7.39780581532088e-08,1.05288946801387e-06
"NONO",2.23015904161031,7.95613272608467,119.026370152602,7.41778200141697e-08,1.05316004473483e-06
"EPRS1",2.64861296568917,7.52830841964694,119.000029669271,7.43157897329112e-08,1.05316004473483e-06
"VCF1",1.95868678616843,5.33341687255932,119.160616057892,7.43235430299805e-08,1.05316004473483e-06
"ARMCX6",2.52786910860434,3.96212458161378,121.286545977307,7.43270924552896e-08,1.05316004473483e-06
"FAM98A",2.06666970088892,5.59753849823782,119.079323805565,7.44656341783287e-08,1.05316004473483e-06
"STK17A",2.21287280317938,5.97080511848107,119.00801833314,7.45641913472849e-08,1.05316004473483e-06
"DEAF1",2.26264144317275,3.88480030265836,121.158753536553,7.45650293614258e-08,1.05316004473483e-06
"ELAVL1",2.08865382013816,6.0105679771783,118.911537620629,7.48650667814083e-08,1.05624844219856e-06
"MFSD5",2.90568986479954,2.87888901211648,100.588722322942,7.50439651115929e-08,1.05762287421116e-06
"ATXN1L",-2.01510108614858,7.41768981177992,118.702833507939,7.5417994994272e-08,1.06146087215134e-06
"CCT3",2.70262208433195,7.48161920268535,118.684583389835,7.54809908500401e-08,1.06146087215134e-06
"COIL",-1.58333357247149,5.9244724442132,118.754280818341,7.5584959496336e-08,1.06146087215134e-06
"ADH5",2.5054302666029,6.04211282652942,118.736236750938,7.56433980539281e-08,1.06146087215134e-06
"CTPS1",1.64084598149213,5.89367037339716,118.578165789579,7.60573441269782e-08,1.06574995068902e-06
"IER3IP1",2.642358853093,4.30905198842636,120.430068784456,7.61132668943548e-08,1.06574995068902e-06
"MBD2",2.05368418355989,7.2785508791974,118.467182138244,7.62853218888153e-08,1.06700805831554e-06
"SHOC2",1.96033059077123,6.21661685878936,118.445851002256,7.6505763306784e-08,1.06785207054423e-06
"SYPL1",2.68566197461794,4.93377236374066,119.228844970521,7.65102022809039e-08,1.06785207054423e-06
"KLHL20",-1.85975853066074,5.33082348348067,118.656582231739,7.70505786649749e-08,1.07423900222489e-06
"ARFGAP2",2.10536480360209,5.51354481529471,118.211831315714,7.77850454854086e-08,1.08331533304786e-06
"IKZF2",2.38560114357318,8.00724694333237,118.023296053746,7.79307670090401e-08,1.08418151744624e-06
"FH",2.16044988575954,6.12566055047953,118.00502906794,7.8255348408351e-08,1.08423370764993e-06
"MMADHC",2.80765727378895,6.14236427876321,118.06084086304,7.82940473692329e-08,1.08423370764993e-06
"UBQLN2",2.70367543747309,3.97297025425062,120.147378556769,7.8302327470954e-08,1.08423370764993e-06
"DNAJA2",2.47450828995703,5.98346533470298,118.028401159276,7.83433598994893e-08,1.08423370764993e-06
"CWC15",2.70373315333368,4.94726461406424,118.741353850974,7.83521739426527e-08,1.08423370764993e-06
"FAM111A",1.90501198537601,6.99650319822056,117.880939527924,7.8531622969034e-08,1.08555960185097e-06
"SDHA",1.99162732272649,6.3954366019382,117.787844906898,7.89926753518927e-08,1.09077119794422e-06
"PRPF39",1.99867353025869,5.3691769748334,117.794301047976,7.94740601020419e-08,1.09617801010438e-06
"TRIM28",2.60070850572861,6.47186659410284,117.669497375572,7.95531344775291e-08,1.09617801010438e-06
"TPR",1.56573498966133,7.9274060950564,117.531661234697,7.98292573436374e-08,1.09789988648662e-06
"MARS1",2.19322738513638,6.4868388542692,117.557051891104,7.99041543254044e-08,1.09789988648662e-06
"CPB2-AS1",-2.82041253920445,3.1033231618704,86.05509439182,7.99456331793945e-08,1.09789988648662e-06
"ACOT9",1.77225319241282,5.29116237233831,117.641900062525,8.00164324049573e-08,1.09789988648662e-06
"DMTF1",-1.61969890266091,7.97032533597889,117.45090339539,8.01683050524818e-08,1.09790473264509e-06
"FSIP2",-3.92359489500039,3.19129448505407,67.669234576848,8.01990113976357e-08,1.09790473264509e-06
"LAT2",1.88568118721519,6.81500901747537,117.40520098179,8.04135683970659e-08,1.09790473264509e-06
"EAF2",2.830281118867,4.60250986754388,118.998340605718,8.04163596687614e-08,1.09790473264509e-06
"KEAP1",1.98173211690316,4.435759016528,118.167008680859,8.05100784976615e-08,1.09790473264509e-06
"ZFP36L2",3.08125580013666,5.4549387546787,117.947935336201,8.05242916393005e-08,1.09790473264509e-06
"GCNT2",-3.11118344563107,3.28494718803182,85.0070733275422,8.07393451097406e-08,1.09968174136876e-06
"KIF20A",2.69566556078486,4.77614608550021,118.341280748547,8.09170999149468e-08,1.09983152720117e-06
"LPCAT3",2.99189847179233,4.06077112690907,119.158292152401,8.09198080490842e-08,1.09983152720117e-06
"GLYR1",-1.80475144738037,7.59171811377422,117.21945032088,8.11266554539256e-08,1.10148952697903e-06
"MT-ND4L",-1.86062803673012,10.9470364639911,117.09860059165,8.15427805451529e-08,1.10569067543362e-06
"CHPF2",3.22184535320824,4.52951937052249,119.239119627924,8.16412441257417e-08,1.10569067543362e-06
"ARF3",1.94907651571648,7.07343682795258,117.084367030586,8.16916300262593e-08,1.10569067543362e-06
"SFPQ",-1.63381936448344,9.85068695220349,117.028825893715,8.18266920721602e-08,1.10636506572567e-06
"HSPA9",2.1702457326127,7.99467734243029,116.967513137371,8.21113002550866e-08,1.10861603352649e-06
"CYB5D2",-2.63739254537674,5.76301692390183,117.479106166096,8.22455405417296e-08,1.10861603352649e-06
"GPR35",-4.10382144289427,3.89045755388243,79.3617095450289,8.22494021791992e-08,1.10861603352649e-06
"TRIM52",-1.77691957179042,6.26747520861231,116.967854664974,8.24304852472468e-08,1.10990425156563e-06
"F8A1",2.65257166782901,3.83537096875836,118.885699721789,8.26625265765598e-08,1.11101927727858e-06
"SUMO1",1.63962753480446,6.63490174292993,116.845746503124,8.26844855047078e-08,1.11101927727858e-06
"NBPF1",-2.80298766603937,3.72335244395831,106.371475712117,8.30923188042411e-08,1.11534467226375e-06
"CASTOR1",-4.02160365318342,4.57974753208905,102.887128912007,8.38159718952941e-08,1.12243106639764e-06
"CCT6A",2.79744862799421,7.45971824098477,116.541841448147,8.39380464880308e-08,1.12243106639764e-06
"FAM161A",-2.10532331684939,4.80579372419729,117.885830798564,8.39858969769169e-08,1.12243106639764e-06
"SLC1A4",2.19145895790832,5.60202457123879,116.656119444214,8.39970228693487e-08,1.12243106639764e-06
"CASP3",1.3243922049183,6.53646346842702,116.517782117802,8.40526191478045e-08,1.12243106639764e-06
"LMO4",2.59743113399723,5.50478787440905,116.723477635792,8.42319926938008e-08,1.12305156167413e-06
"LIX1L",2.24771418069078,4.93837186411832,116.89591280598,8.42721279715409e-08,1.12305156167413e-06
"PEX11B",-1.48872941151873,5.96488418896978,116.450847377151,8.46418129057423e-08,1.12682126309388e-06
"MRPS30-DT",-3.12433394497612,3.15727773615002,79.7687584261202,8.48082478431846e-08,1.12762430789213e-06
"LINC03025",-4.01217199205871,2.89403000135587,70.0343039124473,8.48758820347155e-08,1.12762430789213e-06
"MDFIC",1.83413696238038,6.75700441441609,116.199043570909,8.53951733648387e-08,1.13295999619093e-06
"ZNF606-AS1",-1.9866749652787,4.73732268665625,117.498146306564,8.5452067509316e-08,1.13295999619093e-06
"ISOC1",3.24361965379905,4.60702129951839,118.183225138102,8.57763811090241e-08,1.13452532604916e-06
"PAIP1",2.10716163945764,5.30745562034665,116.29557787928,8.57804092890118e-08,1.13452532604916e-06
"DEF6",1.79849647576688,5.2786706313383,116.200326639285,8.59890722049175e-08,1.13452532604916e-06
"DISP1",-2.57570349437571,3.81490410877196,111.74835236865,8.60069470663452e-08,1.13452532604916e-06
"SYK",2.60564544729252,7.07071293534333,116.065655634072,8.60071587698283e-08,1.13452532604916e-06
"FAM88C",-3.42686649555339,5.33741982830468,118.033680807724,8.6547133882037e-08,1.14048913481101e-06
"RAB9A",2.40996092218743,5.41317773783885,116.11905180904,8.67137994957808e-08,1.14152648829131e-06
"PRSS12",-3.40063153900674,2.80321131993278,66.9414370409604,8.70316105328898e-08,1.14387076523251e-06
"HAT1",1.97609772242908,6.02669477677122,115.856895464225,8.70681291255559e-08,1.14387076523251e-06
"EIF6",2.61158833764929,5.23985152439292,116.149918903592,8.73698222080604e-08,1.1449787902292e-06
"MAP3K11",2.24292300270778,5.02671164676111,116.097939910475,8.73974693337282e-08,1.1449787902292e-06
"UGDH",2.33479889057996,4.87007568798085,116.277905312159,8.74171017809816e-08,1.1449787902292e-06
"SLC43A3",2.96501506804715,6.66751964177,115.708461093887,8.77653970658566e-08,1.14545194226677e-06
"HDAC2",2.73491340596496,5.82167678505257,115.823727923252,8.77736690548111e-08,1.14545194226677e-06
"UBAP2L",2.15192179780038,6.66863083396112,115.639070882822,8.78752340657554e-08,1.14545194226677e-06
"SEM1",2.51640274499046,5.46368883893897,115.86484674298,8.7882643769636e-08,1.14545194226677e-06
"TXN2",2.32948245310871,5.47005171453749,115.807737997191,8.78944633665412e-08,1.14545194226677e-06
"TOMM34",1.88750719771258,4.71680522941971,115.964809612518,8.82023266601954e-08,1.14831113344969e-06
"STK10",1.91069822156775,6.58098292259189,115.474386424817,8.85928253096776e-08,1.15118452639729e-06
"TM7SF3",2.12057166637643,6.03550480975282,115.502615207653,8.86694249505927e-08,1.15118452639729e-06
"ZNF765",-1.76835055457205,5.87309213195795,115.567360064905,8.86891006469406e-08,1.15118452639729e-06
"DNAJC25",-2.13179808503296,5.30365456198372,115.999077951622,8.8801830471725e-08,1.15149626325973e-06
"CAPZB",2.04186615009944,7.5593609662205,115.372758529419,8.89510681754629e-08,1.15228030430889e-06
"CAPZA1",2.32705671384178,7.92251703532034,115.348581964374,8.90499814224512e-08,1.15241152429054e-06
"PMFBP1",-3.32265903166324,4.16574016880591,106.111717785364,8.93127165029273e-08,1.15466041853386e-06
"PPA2",2.80502715842597,5.60562980237263,115.442329503308,8.99581336934499e-08,1.16184733864774e-06
"METAP2",1.91661599380809,6.48199748581217,115.1373578909,9.01420549996354e-08,1.16306548100921e-06
"PMAIP1",2.43163599477554,6.66359502463562,115.089027382564,9.03938695197552e-08,1.16515633204213e-06
"RCC1L",2.44629934502515,5.01063541398204,115.510931048216,9.05867220564221e-08,1.16648378203607e-06
"CCNG1",2.16054769630588,7.18048094268065,114.957881524336,9.08804456319742e-08,1.1688141137018e-06
"ACAD9",1.62323586539686,5.13576329265687,115.078592645605,9.10230212777897e-08,1.1688141137018e-06
"CCDC57",-2.11876585586829,6.07172337034633,115.060750690593,9.1037832739023e-08,1.1688141137018e-06
"DAG1",-1.58693855401883,5.75225421903535,114.967705557559,9.14008743968687e-08,1.17054281798643e-06
"TMEM97",2.47478109898872,5.61492796614869,114.988368970551,9.15543671370745e-08,1.17054281798643e-06
"CD19",2.12549717027629,5.92248377895132,114.878136932451,9.15662084293884e-08,1.17054281798643e-06
"CUL2",1.80624705694718,5.54643592994195,114.899623947814,9.15728645413029e-08,1.17054281798643e-06
"ZNF644",-1.73275849634532,6.83534033039776,114.81492480403,9.16233823631907e-08,1.17054281798643e-06
"TIRAP",2.41540680694322,3.45762491337271,115.943097648131,9.21236649469355e-08,1.17543218320379e-06
"DHX30",2.34180792200209,5.18458236056522,114.984046366821,9.21872082050429e-08,1.17543218320379e-06
"USP54",-2.21568541229212,4.91245069109895,115.910151676667,9.23852270544193e-08,1.17580852458301e-06
"FDXACB1",2.93020571695386,2.65149902082145,88.3580724762706,9.23978963847977e-08,1.17580852458301e-06
"ZNHIT1",2.31919720433737,4.44177637874261,115.68932624575,9.26842178144764e-08,1.17741623221196e-06
"SLC35F2",2.32923299448045,4.89157593022792,115.073619383107,9.2737572347886e-08,1.17741623221196e-06
"PHKG1",-3.18572978542613,2.86447444730767,69.4220157530605,9.28197827719649e-08,1.17741623221196e-06
"HEATR1",1.53684508388514,6.58463084795551,114.531990048154,9.28870740974612e-08,1.17741623221196e-06
"ACAA1",2.06225552425931,4.84721060923505,114.887420886776,9.30532427001168e-08,1.17746535774741e-06
"TPX2",2.0565643592975,6.85940533061986,114.472159048219,9.31657507780866e-08,1.17746535774741e-06
"ZFAT",1.80977410960848,5.42738832799308,114.566065158043,9.32274268205966e-08,1.17746535774741e-06
"CYS1",2.75199257606277,3.4049035910368,112.623678093673,9.32538049125066e-08,1.17746535774741e-06
"SLC44A5",-4.07221542954475,2.95445804108333,68.5795603463737,9.430773829131e-08,1.18778853640576e-06
"SGK1",-4.64306061378654,5.66110943718642,111.85826124157,9.43873189089015e-08,1.18778853640576e-06
"SMC3",1.79232517308147,7.06184768007469,114.207815350061,9.43924571694219e-08,1.18778853640576e-06
"GPRIN3",-3.43758968650974,3.80070031956242,91.9277563172561,9.44374244661593e-08,1.18778853640576e-06
"RORA-AS1",-3.24425347311128,3.15505246500929,75.7056376756155,9.46374405082365e-08,1.18915196301734e-06
"ZNF486",-3.68902422217233,4.23741178032191,99.1152475915269,9.52525455504526e-08,1.19572344414398e-06
"GEMIN2",2.6824015187509,3.58166574320666,114.646347356799,9.54844005685391e-08,1.19747586413492e-06
"SNRPA1",2.56602270353908,5.62547758506307,114.137338923053,9.56739387918397e-08,1.19869471575104e-06
"CXXC5",2.56334683388251,5.08485668995541,114.420194121554,9.5775036393383e-08,1.19880421638005e-06
